bias,text
neutral,Happy birthday to @FLOTUS Michelle Obama! You‰ŰŞve been a fantastic First Lady and wonderful leader on veterans issues. #AndManyMore
partisan,Am cosponsoring @SenatorShaheen @robportman bill to increase #energyefficiency across public &amp; private sectors http://t.co/vagyn98Pz7
partisan,U.S. veterans using federal govt‰ŰŞs online benefits system experience #glitches. Sound familiar? http://t.co/S8Eb7sKe12
neutral,"I voted to reopen the govt., put people back to work, &amp; protect our country from an unprecedented financial crisis http://t.co/QMyc7C710u"
neutral,Today let us celebrate our freedoms and how blessed we are to live in this great country. Happy #IndependenceDay http://t.co/jXwNvpSBhw
neutral,"30 years on, #Hezbollah and its backers in #Iran still aim to attack our national security interests."
neutral,Creative #COenergy development at EDF Heartland #Biogas Proj in #WeldCounty shows #CO in driver's seat on innovation. http://t.co/1pRtJVQjXv
neutral,Medicare Open Enrollment is underway. Here‰ŰŞs what the House has done to save the program - via @bluebagnews: http://t.co/xewJRqZkny #OH08
neutral,Looking forward to having @GabbyGiffords as my guest at the #SOTU tonight. Great to you have you in the House!
partisan,Yes I will! RT @VictoriaFinkle: Crapo also said he'll keep fighting for structural change to CFPB.
neutral,Thanks for sharing! RT: @PJNET_Video New #PJNET Video Showcase entry courtesy of US House Member @RepFincherTN08 http://t.co/c6nmPiO6nj
partisan,@IanHainline Every foreign-born grad w/a grad. degree from a U.S. univ. who stays &amp; works in #STEM creates on avg. 2.6 US jobs. #imarch
neutral,Talked abt impt local + nat'l issues w/ @Univision. Airs 2nite at 6.30pm on #Miami Ch 23. http://t.co/2kz2lA0E
partisan,"ICYMI: Yesterday I voted for the ""ENFORCE the Law Act"" to restore balance to the separation of powers. http://t.co/frsSARkAyD"
neutral,Great to be at Lincoln Electric and proud to have such a successful company headquartered in NE Ohio and #OH14.
partisan,"via @WSJ: Obama's ""energy taxes and mandates that will ensure fewer jobs, still lower incomes and slower growth."" http://t.co/pECzinZDCl"
partisan,@CFPB study confirms need to prevent medical debt unfairly harming consumers‰ŰŞ credit scores: http://t.co/VoTYLe1Qmr
partisan,Standing w/ furloughed fed workers in rain who want Congress to do our jobs so they can do theirs. #GOPshutdown http://t.co/7A4z8uvXlY
partisan,"RT @SenateDems Almost 270,000 veterans would benefit if the House took up and passed the Senate's #renewUI bill. http://t.co/hMt45GhSym"
partisan,CBO confirms what we knew: #ObamaCare will destroy millions of full-time #jobs. This law is a #TrainWreck. http://t.co/UiLM89YOPR
neutral,"Congrats to the Congressional Art Competition winners from #CA43: Christopher Lizama, Adrian Sanchez, Soohyun Park &amp; Adilah Trimble!"
neutral,Enjoyed meeting w/ folks from ‰ŰŹ@ProvCM to discuss the educational &amp; economic benefits of museums. http://t.co/In36kAxsPd
neutral,#2million Americans have lost much needed unemployment insurance. It's time to #RenewUI
partisan,I urge the #Senate to reauthorize #VAWA. We cannot allow inaction to undermine the rights of women.
partisan,Massive turnout is expected throughout the Pelican State! Be a voter for @BillCassidy today. #VoteCassidy http://t.co/ESVOKQNd84
neutral,I enjoyed visiting with officer's from the @ArmyWarCollege. I welcomed the candid discussion on our nation's military http://t.co/KdilS22djw
neutral,Selfie at the Capitol w the Huisman Family from the 2nd District! Thanks for coming out to visit! http://t.co/8etb3bEwu0
partisan,Urge a NO vote on #GOPbudget. It is a recipe for economic decline &amp; immediate job loss that rewards millionaires at everyone else's expense.
neutral,Good luck to everyone participating in @StartupWeekend Lawrence over the next few days. http://t.co/DJLVgin3tn http://t.co/UPoTYEtZca
neutral,Thanks to those who participated in my Oswego County Women's Economic Forum today! http://t.co/siH9NWFMCt
partisan,".@TigernBham House Dems‰ŰŞ #MakeItInAmerica plan is focused on bringing jobs back to US, incl tax incentives to encourage invstmnt #AskDems"
partisan,"Obama &amp; Senate Dems give  #Obamacare break to big biz, stiffing hardworking Americans #FairnessForAll http://t.co/AfHBnrrhnd"
neutral,Son Abel daughter Rachel Son-in-Law Cale run4change in honor of Deutscher Family. http://t.co/d6GmhvqjnO
neutral,.@kkeejj Lots of veteran-owned businesses call 10th District home. Recently toured family and veteran-owned Numerical Precision in Wheeling.
neutral,"Via @bctimes, #shalegas agreement btwn @CONSOL_Energy &amp; @PITairport will lead to ec dev, $500M in new revenue. READ: http://t.co/WCMQ1pDYlP"
neutral,Congrats @FlySJC! Mineta SJC Intl awarded another $2mil on top of the $3mil announced earlier for runway improvement http://t.co/255gtJqEvK
neutral,About to make an important announcement at the @TNFarmBureau in Trenton.
neutral,@tweetinallnight Defund how? Shutdown doesn't stop it. I'm for stopping Obama. Now we can actually defund w no shutdown in 3 weeks
neutral,.@SWEtalk Pres. Stacey DelVecchio of #IL joined #STEM Caucus panel to discuss improving STEM ed &amp; workforce diversity http://t.co/tpuAol4gwh
neutral,"Be safe today in the East Valley, flooding reported in Apache Junction and some potential for floods near Mesa http://t.co/O70WFrcErq"
partisan,"""Ultimately, extending this law isn‰ŰŞt a Wall Street or big-business issue; it‰ŰŞs a Main Street issue""  http://t.co/R4lmmOGbon"
neutral,Hatch on Unanimous Supreme Court Decision on Recess Appointments http://t.co/jcGHskbcvA
neutral,The ability of an individual to care for another person or be a good parent is not determined by sexual orientation http://t.co/bT3cewMnr1
partisan,I talked to @FoxNews' @TeamCavuto about the No ObamaCare Subsidies for Congress Act. VIDEO: http://t.co/8BvyQ0Bubf #NoSubsidies4Congress
neutral,"WATCH NOW: Joint hearing w @RepChrisSmith on US citizen Pastor #FreeSaeed, imprisoned in #Iran 4 his #Christian faith http://t.co/UqsFGrNxry"
neutral,Quite lucky.  Tonite there is actually history on the channel w that name.  Finally!!!
neutral,I gave a floor speech today highlighting ‰ŰĎ150 Reasons to Love West Virginia.‰Űť Watch it here:  http://t.co/0pnU26fxdB #150Reasons #WV
partisan,Moving to conference on the #budget is one of the best signals Congress can send to America. Watch: http://t.co/XOT3ArPT3T.  #mepolitics
neutral,Placer reunirme c la directora de @NTN24 @CGurisattiNTN24 y discutir #Venezuela. Debemos apoyar la lucha p #libertad! http://t.co/iYim1P7fBE
neutral,Here‰ŰŞs another photo in my Facebook Cover Photo Contest. This photo of downtown Albuquerque was taken‰Ű_ http://t.co/N0GdSHw6jo
neutral,Ridiculous RT @PeenyMcNeeny: @RepJeffDuncan Only traitors complain about taxes. #PJNET
partisan,"ICYMI, here's the link to my op-ed in the @PilotNews on why #VA should expand its #Medicaid program: http://t.co/ygeZGgpNz7 #ObamaCare"
partisan,The House has voted to defund #Obamacare and keep the government open. Now the #SenateMustAct: http://t.co/d3mvMagbWi #tx25
neutral,"We must help US companies start, grow, produce here &amp; sell their products around world. That's why I support renewing @EximBankUS #exim4jobs"
neutral,"RE Ed Snowden: European Ambassadors consensus:""We want privacy, but we must have U.S. intelligence."" MORE 
http://t.co/lgclFe1ikn"
neutral,Thank you to the @TheHartford employees I visited with in OP. Appreciated the thoughts on economy &amp; federal spending. http://t.co/cADTbxWGja
partisan,Sanders: Don't Cut Social Security and Disabled Veterans‰ŰŞ Benefits: http://t.co/HDCn0tSPQL #Veterans #ChainedCPI
neutral,RT @StewSays: The #Senate is voting on the Sen. @MikeCrapo amendment. #budget
neutral,"Help a veteran in your life, share our Veteran Resource Guide with them. http://t.co/R2tlKYBoHR http://t.co/JLfCQ4nnry"
partisan,The change we work for today can add up to incredible progress in our lifetimes. -TB #PassENDA http://t.co/oJAO5ZZ28u
partisan,Great news ‰ŰŇ Supreme Court upheld marriage equality in OR. Love is still the law! http://t.co/5HkPV3IvpD #GayMarriageOR
partisan,Want to know which of your Senators voted to block #EqualPay? Find out here:ĺĘhttp://t.co/VE8QyfTEQy
neutral,"For all of you early birds, I will be on the @jallman971 show tomorrow at 7:10 am cst."
neutral,RT @UFWF: . @UFWupdates House hearing on Ag -  thank you Rep @LuisGutierrez &amp; @RepZoeLofgren for support for #Farmworkers http://t.co/3dKUJ‰Ű_
neutral,"RT @AmtrakCareers: yes, we do! MT @RepJeffDenham: Think that dog would support #petsontrains. Happy #nationaldogday from #Amtrak K9s! http:‰Ű_"
neutral,Tune In Now: Secretary Sebelius is testifying before the Ways and Means Committee. Watch the hearing here: http://t.co/dK8D1X08cu
partisan,"RT @RepFredUpton: #BrokenPromises, routine delays, and the dramatically higher healthcare premiums‰Ű_not exactly #ABetterBargain"
neutral,#TaxInversions are symptoms of a much deeper problem. Let's fix our entire #TaxCode. VIDEO: http://t.co/jEFiaDmJUf
partisan,"White House finally admits, 'It's True' some Americans won't be able to keep their health care plan under Obamacare. #MoreBrokenPromises"
partisan,Pres Obama‰ŰŞs former Interior Secretary Salazar: #Fracking never been an environmental problem. http://t.co/JcZkDIKDnv
neutral,"PHOTOS: @SenDonnelly‰ŰŞs trip overseas to Afghanistan, Pakistan, and Turkey. Check out all photos here: http://t.co/O346ddRaVi"
neutral,@SpaceKSCBlog @HouseScience Appreciate U taking the time to reaffirm that I am taking the right stand.Sometimes it gets a little lonely.
neutral,"Thanks for sharing, have a great #IndependenceDay! RT ‰ŰĎ@adamslane17: @RepSteveStivers watching #musical 1776‰Űť"
neutral,.@Hanscom_AFB completed a critical base security system ahead of time and under-budget: http://t.co/uJz4xC8pNS
partisan,"Al thinks proposed internet ‰ŰĎfast lane‰Űť rules are ‰ŰĎdiscriminatory"" &amp; ""anticompetitive."" Learn more: http://t.co/joN6kVKOuZ #NetNeutrality"
neutral,On #ForeignRelations @BrettonWoodsCom: I don‰ŰŞt believe we'll be @ peace til we nudge leaders to work together for the betterment of us all.
partisan,Sen. Stabenow leading the fight to keep student loan rates low. Join her and say #DontDoubleMyRate! http://t.co/BtskG85Gy0
partisan,On @msnbc Tuesday at 10:10amET (7:10amPST) RE: Doubling US Broadcast into #NorthKorea. Lets give Kim Jong-un a double dose of free speech
neutral,"Now questioning Secretary of Defense nominee, former Sen. Chuck Hagel, in Armed Services Committee. WATCH: http://t.co/SXxmyXcX"
neutral,Great meeting today with Republic of Korea's Ambassador to the United States Ahn Ho-young to discuss ways to... http://t.co/EJC4eOzALh
neutral,Haven‰ŰŞt been able to make any of my town halls this month? Read about them in my latest e-newsletter here: http://t.co/KY0Nkwac0U
neutral,Happy #Easter to all celebrating today! Wishing you &amp; your families a joyous holiday on this day of peace &amp; renewal.
partisan,"You bet! MT @AadorableAna ""@RepSamFarr I am a constituent of yours asking for an INCLUSIVE CIR bill. Can we have your support?"""
neutral,Congratulations Aquinas Academy Class of 2013! Happy to address new graduates today. - Keith http://t.co/8baZ35l1Sw
partisan,".@ProvPhoenix: ""A Senator walks into a bar in Matunuck‰Ű_but it's no joke."" http://t.co/wiBFoMMHng"
neutral,RT @CrainsChicago: MT @GovernorQuinn: It‰ŰŞs official. #MarriageEquality is the law of the land in Illinois! http://t.co/xUH7qhLqDy http://t.‰Ű_
partisan,Met w/ the #NH Manufacturing Extension Partnership today to discuss the importance of manufacturing to NH's economy http://t.co/cEdQ2Mp32L
neutral,@Indians home opener today- what's everyone doing for the game?
partisan,RT @FinancialCmte #DoddFrank | Three Years Later http://t.co/uuzxsz248R
neutral,"TUNE IN, 6 pm CT: I'm on  @loudobbsnews to discuss the #border crisis &amp; my visit to McAllen last wk to investigate the problems first-hand."
partisan,Power to the People. http://t.co/AyAx96xKHF
neutral,#Obamacare customers could be blindsided with expensive back taxes from the IRS. http://t.co/ttepGnlOAj
neutral,It was great to be in Hoboken today MT @SusanLisovicz Thanks for hanging out in Hoboken today. Good luck in November! http://t.co/gfZNhBoWqu
neutral,Just sent out my weekly newsletter. Read on to find out more about my time in the Central Valley this week. http://t.co/A7CjcUJpey
neutral,"#PayDay, Dublin's got you covered. Every peanut on every #PayDay anywhere in the world is roasted in Dublin, TX. http://t.co/VFaIgkhMSO"
neutral,TY @congressfdn for my 7th Golden Mouse Award! I am proud to use #tech to make #democracy more open &amp; accessible http://t.co/jm9VBFzAit
neutral,A reminder at tonight's mtg from @MayorDanRizzo: notify city if impacted by the tornado. http://t.co/X4rDRUfJ17 http://t.co/b4Umv0Xu9V
neutral,"Reminder - RSVP by Fri for my #aviation field hearing at FAA Tech Center. Focus on NextGen, UAS, role in safety http://t.co/r0q3Iq6F59 ‰Ű_"
neutral,"Fifty Army Guardsmen, a Miss. Air Guard C-26 aircraft, and members of 238 Air Support Operations Squadron called up to help Miss. residents."
partisan,"As promised, I am donating the pay that I received during the government shutdown. http://t.co/UlR0rspVQq"
partisan,USA Today: Lack aid? Many counties have only pricey plans http://t.co/nY85kBSQQ4
neutral,"Must-read Wash Post: ""In Congress‰ŰŞs farm bill, the rich get richer"" http://t.co/EZWViA1rm3"
